演藝團體名稱,申請類別,立案字號,主管機關,主管機關代碼,團址,網址
台北愛樂合唱團,音樂,0148,臺北市政府文化局,379590000E,臺北市大安區敦化南路一段二三三巷二十八號地下一樓,http://www.tpc.org.tw
台北愛樂青年合唱團,音樂,0147,臺北市政府文化局,379590000E,臺北市大安區敦化南路1段223巷28號地下1樓,http://www.tpf.org.tw/youthchoir/index.html
中華藝術舞蹈團,舞蹈,0144,臺北市政府文化局,379590000E,臺北市北投區中央北路一段一九三號二樓,http://www.cadance.com.tw
瞽聲打擊樂團,音樂,0142,臺北市政府文化局,379590000E,臺北市中山區中山北路一段八十三巷九號四樓之四,
臺北市士林區社區合唱團,音樂,0141,臺北市政府文化局,379590000E,臺北市士林區延平北路七段八十三號,
靜力劇場,戲劇,0140,臺北市政府文化局,379590000E,臺北市大安區和平東路三段九十八巷三十三號四樓之二,
人間樂集,音樂,0139,臺北市政府文化局,379590000E,臺北市大安區安和路一段三十三號四樓,
低調劇團,戲劇,0138,臺北市政府文化局,379590000E,臺北市松山區塔悠路八十一號十樓之三,http://tw.myblog.yahoo.com/lowkey-gro
莎士比亞的妹妹們的劇團,戲劇,0137,臺北市政府文化局,379590000E,臺北市大安區和平東路2段16號8樓之2,http://www.swsg95.com.tw
綺響室內樂團,音樂,0135,臺北市政府文化局,379590000E,臺北市北投區懷德街十四巷二號一樓,http://www.yisound.com.tw
台加表藝工作坊,音樂,0134,臺北市政府文化局,379590000E,臺北市北投區中和街20巷2號9樓之9,http://www.cantai.org
古名伸舞蹈團,舞蹈,0132,臺北市政府文化局,379590000E,臺北市北投區知行路293巷16號9樓之3,http://www.kudancers.org
臺灣管樂團,音樂,0131,臺北市政府文化局,379590000E,臺北市中山區中山北路二段九十三巷十七號八樓之二,http://www.twwe.com.tw/
臺北市教師合唱團,音樂,0130,臺北市政府文化局,379590000E,臺北市信義區松仁路281巷30號,https://www.facebook.com/TaipeiTeachersChoir/
金枝演社劇團,戲劇,0129,臺北市政府文化局,379590000E,臺北市士林區重慶北路四段211號,http://www.goldenbough.com.tw
台北合奏團,音樂,0128,臺北市政府文化局,379590000E,臺北市中山區南京東路三段三四六號十二樓十二室,http://www.taipeiensemble.com
東方樂集,音樂,0127,臺北市政府文化局,379590000E,臺北市大安區新生南路一段一四五巷七之二號三樓,
三缺一劇團,戲劇,0126,臺北市政府文化局,379590000E,臺北市中山區敬業三路162巷120號9樓,http://oneplayershort.com/
平等里慶義軒,音樂,0124,臺北市政府文化局,379590000E,臺北市士林區平菁路八十四巷六號,
水磨曲集崑劇團,戲劇,0123,臺北市政府文化局,379590000E,臺北市大安區建國南路1段329號11樓,
微分音室內樂集,音樂,0122,臺北市政府文化局,379590000E,臺北市中山區林森北路259巷17號17樓之一,
心蓮佛舞團,舞蹈,0121,臺北市政府文化局,379590000E,臺北市文山區育英街十七巷九弄二號一樓,
洪瑞珍唸歌團,戲劇,0119,臺北市政府文化局,379590000E,臺北市松山區八德路三段一五五巷四弄三號四樓,
無獨有偶工作室劇團,戲劇,0117,臺北市政府文化局,379590000E,臺北市萬華區國興路1巷13號2樓之4,http://www.o-puppet.com.tw
G大調男聲合唱團,音樂,0116,臺北市政府文化局,379590000E,臺北市大安區和平東路一段163號7樓,http://www.facebook.com/gMajortw/
唐美雲歌仔戲團,戲劇,0115,臺北市政府文化局,379590000E,臺北市大安區光復南路72巷7弄9號,http://www.meiyunt.org.tw
艋舺雙和社,雜藝,0113,臺北市政府文化局,379590000E,臺北市萬華區德昌街二四二號一樓,http://ad0978.uuu.to
台北創世紀室內暨吉他樂團,音樂,0111,臺北市政府文化局,379590000E,臺北市北投區尊賢街218巷21號2樓,
張中立排笛合奏團,音樂,0109,臺北市政府文化局,379590000E,臺北市信義區光復南路421號1樓,http://www.panflute.com.tw
小西園掌中劇團,戲劇,0108,臺北市政府文化局,379590000E,臺北市士林區文昌路一五五巷十四號四樓,http://hhypt.com.tw
台北凡雅三重奏團,音樂,0107,臺北市政府文化局,379590000E,臺北市中山區中山北路二段一八○號四樓,
亞太弦樂四重奏團,音樂,0106,臺北市政府文化局,379590000E,臺北市大安區杭州南路二段二十九之五號,http://www.chambermusic.org.tw
嘩！多語生活體驗劇團,音樂,0104,臺北市政府文化局,379590000E,臺北市中正區中華路二段七五巷一弄二九號一樓,
青?合唱團,音樂,0103,臺北市政府文化局,379590000E,臺北市大安區敦化南路1段225號3樓之1,http://www.chinyun.org.tw/
台北青年管樂團,音樂,0102,臺北市政府文化局,379590000E,臺北市中正區寧波西街78之2號地下1樓,http://www.tsb.org.tw
小巨人絲竹樂團,音樂,0101,臺北市政府文化局,379590000E,臺北市中正區汀州路1段226巷15號4樓之1,http://em.littlegiant.idv.tw
創作社劇團,戲劇,0100,臺北市政府文化局,379590000E,臺北市信義區光復南路417巷3號8樓,http://csdrama.org
中央合唱團,音樂,0099,臺北市政府文化局,379590000E,臺北市中正區民生東路二段一五三號四樓,http://www.cychorus.com
鴻韻箏樂團,音樂,0098,臺北市政府文化局,379590000E,臺北市中山區長春路六十七號八樓之二,
佛光山梵唄讚頌團,音樂,0097,臺北市政府文化局,379590000E,臺北市信義區松隆路三二七號十三樓,
風之舞形舞團,舞蹈,0096,臺北市政府文化局,379590000E,臺北市士林區文林路594巷14號2樓,http://www.winddance.org.tw
心怡合唱團,音樂,0094,臺北市政府文化局,379590000E,臺北市萬華區青年路108號2樓,
差事劇團,戲劇,0093,臺北市政府文化局,379590000E,臺北市中正區羅斯福路二段140號12樓之1,http://www.crossborder.org.tw/
景美女中校友管樂團,音樂,0092,臺北市政府文化局,379590000E,臺北市中正區羅斯福路三段126號9樓之3,
香巴拉劇坊,戲劇,0089,臺北市政府文化局,379590000E,臺北市中正區開封街1段37號5樓,http://shambala.24cc.com
卓樂管樂團,音樂,0088,臺北市政府文化局,379590000E,臺北市萬華區西藏路二五九巷二十二號一樓,
台北皇家芭蕾舞團,舞蹈,0086,臺北市政府文化局,379590000E,臺北市中山區延平北路三段一一○之一號四樓,
蘇淑慧芭蕾舞團,舞蹈,0085,臺北市政府文化局,379590000E,臺北市中山區延平北路三段一一○號四樓,
小太陽親子音樂劇場,戲劇,0084,臺北市政府文化局,379590000E,臺北市大安區忠孝東路三段二二九之六號四樓,http://www.hantaipei.org
大地合唱團,音樂,0083,臺北市政府文化局,379590000E,臺北市大安區泰順街五十四巷九號,
台北漢聲合唱團,音樂,0082,臺北市政府文化局,379590000E,臺北市大安區忠孝東路三段二二九之六號四樓,http://www.hantaipei.org
杯子劇團,戲劇,0080,臺北市政府文化局,379590000E,臺北市中山區民權東路三段二十一號二樓之二,http://cupbabytheater.weebly.com/
伯牙三重奏團,音樂,0079,臺北市政府文化局,379590000E,臺北市士林區忠誠路二段一四○巷十五弄二十九號三樓,
一一擬爾劇團,戲劇,0077,臺北市政府文化局,379590000E,臺北市大安區安居街65號5樓,http://www.wretch.cc/blog/playback8p
展翼合唱團,音樂,0076,臺北市政府文化局,379590000E,臺北市中山區中山北路1段83巷9號4樓之4,http://home.kimo.com.tw/chorus900719
福爾摩沙合唱團,音樂,0075,臺北市政府文化局,379590000E,臺北市中山區民權東路2段61號2樓,http://formosasingers.com.tw
台北歌劇工作團,戲劇,0074,臺北市政府文化局,379590000E,臺北市松山區南京東路四段十九號四樓之一,http://www.operaworkstation.com
韻龍民族舞蹈團,音樂,0073,臺北市政府文化局,379590000E,臺北市松山區南京東路四段一○七號六樓之二,
TDA 爵士踢踏舞團,舞蹈,0071,臺北市政府文化局,379590000E,臺北市大安區光復南路二八○巷二十四號地下二樓,
台北歌劇劇場,戲劇,0070,臺北市政府文化局,379590000E,臺北市萬華區貴陽街二段一九九號四樓,
當代傳奇劇場,戲劇,0069,臺北市政府文化局,379590000E,臺北市中正區羅斯福路4段50號5樓之2,http://www.cltheatre.com.tw
太古踏舞團,舞蹈,0068,臺北市政府文化局,379590000E,臺北市中正區羅斯福路4段50號5樓之2,http://www.taigutales.com.tw
臺北歌劇合唱團,音樂,0066,臺北市政府文化局,379590000E,臺北市中山區建國北路二段33號2樓之1,http://www.facebook.com/groups/438900956165947/
和諧薩克斯風四重奏團,音樂,0065,臺北市政府文化局,379590000E,臺北市萬華區西藏路二五九巷二十二號一樓,http://www.diapason.org.tw
台北薩克斯風重奏團,音樂,0064,臺北市政府文化局,379590000E,臺北市萬華區西藏路二五九巷二十二號一樓,http://www.sax.wizs.org
雲響室內樂團,音樂,0060,臺北市政府文化局,379590000E,臺北市中正區重慶南路3段68號2樓,http://www.eastat.com.tw
台北極鼓擊,音樂,0058,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段162號1F,http://www.taiko.tw
體相舞蹈劇場,舞蹈,0057,臺北市政府文化局,379590000E,臺北市中正區延平南路216巷1號3樓,
大漢曲苑鼓書團,雜藝,0056,臺北市政府文化局,379590000E,臺北市中正區民權東路五段五十二號三樓,
敦煌古典舞集舞蹈團,舞蹈,0055,臺北市政府文化局,379590000E,臺北市大同區延平北路4段153巷18號4樓,http://www.thdance.com
洽響樂團,音樂,0054,臺北市政府文化局,379590000E,臺北市中山區八德路三段二二五號八樓之七,
吳佩倩舞極舞蹈團,舞蹈,0053,臺北市政府文化局,379590000E,臺北市大安區延吉街一三三號三樓,http://tw.club.yahoo.com/clubs/
勇氣即興劇場,戲劇,0052,臺北市政府文化局,379590000E,臺北市松山區光復北路190巷36號4樓,http://gutsimprov.blogspot.com
傳統與知音合唱團,音樂,0051,臺北市政府文化局,379590000E,臺北市北投區石牌路二段九十巷十五號四樓,
九五國劇團,戲劇,0049,臺北市政府文化局,379590000E,臺北市士林區芝玉路一段九十五號,
明珠舞蹈團,舞蹈,0048,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
明藝綜藝團,舞蹈,0047,臺北市政府文化局,379590000E,臺北市中山區林森北路一○七巷八十一號三樓之七,
啄木鳥樂團,音樂,0045,臺北市政府文化局,379590000E,臺北市中山區中山松江路一八四巷十八號之三,http://www.woodpecker.org.tw
台北豎笛三重奏團,音樂,0044,臺北市政府文化局,379590000E,臺北市大安區市民大道四段五十三號三樓,
獨唱家樂坊,音樂,0043,臺北市政府文化局,379590000E,臺北市文山區木柵路一段三七八巷三十二號三樓,
台北愛樂管弦樂團,音樂,0042,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下1樓,http://www.tspo.org.tw
台北世紀合唱團,音樂,0041,臺北市政府文化局,379590000E,臺北市中山區復興北路354號2樓,http:///www.taipeicenturychoir.org.tw/
台灣傳統民俗藝術團,雜藝,0039,臺北市政府文化局,379590000E,臺北市大安區新生南路3段84-2號3樓,
奇幻兒童劇團,戲劇,0037,臺北市政府文化局,379590000E,臺北市內湖區康寧路一段一八五號一樓,http://www.magicgroup.com.tw
古意劇坊劇團,戲劇,0036,臺北市政府文化局,379590000E,臺北市內湖區康寧路1段185號1樓,
樂享室內樂團,音樂,0035,臺北市政府文化局,379590000E,臺北市大安區杭州南路二段29之5號3樓,
大風音樂劇場,音樂,0034,臺北市政府文化局,379590000E,臺北市中山區中山北路二段九十六巷五號一樓,http://www.df-musical.com
許亞芬歌子戲劇坊,傳統戲曲,0033,臺北市政府文化局,379590000E,臺北市中山區松江路313巷12號7樓,https://www.facebook.com/Yafen.Star/
舞鈴少年藝術表演團,舞蹈,0031,臺北市政府文化局,379590000E,臺北市大安區信義路2段10巷10弄1號1樓,http://www.diabobl.com.tw
金穗合唱團,音樂,0029,臺北市政府文化局,379590000E,臺北市中山區南京東路3段28號10樓,https://www.facebook.com/choir.chinsui/
台北木管五重奏,音樂,0028,臺北市政府文化局,379590000E,臺北市大安區安和路2段171巷15號7樓,
故鄉室內樂團,音樂,0026,臺北市政府文化局,379590000E,臺北市松山區民權東路三段106巷3弄55之1號12樓,http://www.homeland.com.tw
漢霖民俗說唱藝術團,戲劇,0025,臺北市政府文化局,379590000E,臺北市文山區萬和街8號3樓之2,https://www.facebook.com/happyhanlin/
漢音文化劇團,戲劇,0023,臺北市政府文化局,379590000E,臺北市中山區中山北路二段二十七巷十七號五樓,
天藝劇團,音樂,0021,臺北市政府文化局,379590000E,臺北市信義區嘉興街177號1樓,http://www.haa.org.tw/
台北市人文國劇團,戲劇,0020,臺北市政府文化局,379590000E,臺北市萬華區昆明街四十六號七樓之二十六室,
新航運合唱團,音樂,0019,臺北市政府文化局,379590000E,臺北市信義區松智路29巷6號,
台北劇町,戲劇,0017,臺北市政府文化局,379590000E,臺北市士林區福華里通河東街一段六巷十八號四樓,http://home.kimo.com.tw/p.c.w.r/
台北曲藝團,音樂,0016,臺北市政府文化局,379590000E,臺北市文山區忠順街2段35號,http://www.tqt.com.tw
星劇團,雜藝,0015,臺北市政府文化局,379590000E,臺北市北投區中心里中和街40號2樓之30,
米卡多劇團,戲劇,0014,臺北市政府文化局,379590000E,臺北市內湖區東湖路113巷49弄30號1樓,http://www.mikadotheatre.com.tw/
河床劇團,戲劇,0012,臺北市政府文化局,379590000E,臺北市大安區和平東路2段311巷51號8樓,http://riverbed.pixnet.net/blog
耳朵實驗室,音樂,0011,臺北市政府文化局,379590000E,臺北市大同區民族西路187巷4號,http://www.earslab.com
台大合唱團,音樂,0010,臺北市政府文化局,379590000E,臺北市大安區羅斯福路4段85號,http://www.facebook.com/NTUChorus
玉米雞兒童劇團,戲劇,0009,臺北市政府文化局,379590000E,臺北市文山區景華街13巷4號7樓之1,
安徒生愛樂,音樂,0007,臺北市政府文化局,379590000E,臺北市大安區敦化南路二段106號14樓之2,
泰羅格文藝創作劇團,戲劇,0005,臺北市政府文化局,379590000E,臺北市北投區稻香路135巷14號2樓,http://98.to/twlogos/
草山樂坊,音樂,0004,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段99巷39弄9號5樓,https://www.facebook.com/TaipeiGrassMountainFolkOrchestra
瘋狂劇場,戲劇,0003,臺北市政府文化局,379590000E,臺北市內湖區陽光街92巷7弄34號1樓,
