序號,主管機關文件代碼,補習班中文名稱,補習班中文住址,電話,立案日期,立案文號,教室數,教室面積,班舍總面積
163,8289,臺北市私立巧斯文理技藝短期補習班,116文山區溪口街121號1樓,(02)29300830,2023/5/12,北市教終字第1123024741號,4,40.88,85.89
164,8284,臺北市私立瑩俐文理短期補習班,111士林區中山北路7段123號1樓、2樓,(02)28724931,2023/4/27,北市教終字第1123011195號,2,43.56,81.68
165,8285,臺北市私立樂昇文理短期補習班,108萬華區中華路2段364巷30、32號1樓,(02)23328999,2023/5/2,北市教終字第1123001021號,3,52.3,96.12
166,8286,臺北市私立贏禾文理短期補習班,103大同區民族西路172號2樓,933748826,2023/5/2,北市教終字第1123024248號,3,45.86,80.68
167,8283,臺北市私立瑋成文理短期補習班,112北投區大業路731號1樓、中和街41號2樓,(02)2896-0116,2023/4/27,北市教終字第1123011100號,5,102.01,200.44
168,8277,學旅文創有限公司附設臺北市私立舞動世界忠誠技藝短期補習班,111士林區德行東路109巷110號2樓,(02)28311055,2023/3/30,北市教終字第1123009255號,1,62.17,130.77
169,8282,群華教育股份有限公司附設臺北市私立準星個別指導東湖校二館文理短期補習班,114內湖區東湖路113巷48之1號1樓,(02)26336866,2023/4/25,北市教終字第1123001015號,2,33.17,89.61
170,8281,臺北市私立荃真文理短期補習班,105松山區八德路2段447號2樓,(02)0920979504,2023/4/24,北市教終字第1123011007號,4,32.16,71.93
171,8279,臺北市私立音樂國技藝短期補習班木柵分班,116文山區木柵路3段75號2樓、2樓之1,(02)77515955,2023/4/12,北市教終字第1123010249號,7,135.26,196.04
172,8278,臺北市私立書誼文理技藝短期補習班,116文山區羅斯福路6段142巷20弄15號,(02)8932-2211,2023/3/30,北市教終字第1123009564號,2,70.27,108.28
173,8276,成堡教育股份有限公司附設臺北市私立愛學館明湖校文理短期補習班,114內湖區東湖路113巷5弄12之1號1樓,(02)26349319,2023/3/28,北市教終字第1123009252號,1,50.4,90.19
174,8275,臺北市私立昊學文理短期補習班,106大安區羅斯福路3段149號3樓之1,911248598,2023/3/23,北市教終字第1123009039號,3,48.36,87.74
175,8273,蔚藍教育有限公司附設臺北市私立蔚藍英語文理短期補習班,104中山區松江路186之1號2樓,963523732,2023/3/17,北市教終字第1123008347號,3,42.75,82.8
176,8274,臺北市私立源上昇文理短期補習班,104中山區民權東路2段63號2樓,(02)5872131,2023/3/21,北市教終字第1123008681號,5,102.79,172.35
177,8272,臺北市私立楓澍美語文理技藝短期補習班,110信義區松德路170之5號1樓,(02)8789-8980,2023/3/17,北市教終字第1123008682號,5,87.59,129.31
178,8226,明光文教事業股份有限公司附設臺北市私立進塾語文文理短期補習班,105松山區光復北路127號1樓,(02)87681408,2022/11/28,北市教終字第1113089118號,2,30.75,77.62
179,8271,臺北市私立仁和文理短期補習班,116文山區忠順街1段48巷5弄2號2樓、6號2樓,29383617,2023/3/14,北市教終字第1123008250號,5,74.53,144.88
180,8269,赫紀電腦有限公司附設臺北市私立赫紀電腦技藝短期補習班館前分班,100中正區漢口街1段3、5、9、11號4樓,(02)2312-2666,2023/3/9,北市教終字第1123008351號,3,129,254.89
181,8268,讀享數位文化股份有限公司附設臺北市私立讀享國考小學堂法律商業文理短期補習班,100中正區漢口街1段3號5樓,(02)2362-1678,2023/3/9,北市教終字第1123001660號,4,117.51,170.93
182,8267,臺北市私立程亮文理語文短期補習班,110信義區信義路5段150巷401弄50號1樓,(02)8780-1106,2023/3/7,北市教終字第1123001362號,3,45.33,80.86
183,8264,臺北市私立加邇頓語文文理短期補習班,100中正區羅斯福路3段138號5樓,(02)2365-3900,2023/3/3,北市教終字第1123001662號,5,64.34,167.31
184,8263,臺北市私立李鋒文教文理短期補習班站前分班,100中正區林森北路9巷21號1樓,(02)2391-6958,2023/3/3,北市教終字第1123001661號,1,76.3,169.4
185,8266,臺北市私立巨星文理短期補習班木柵分班,116文山區秀明路1段70號2樓,(02)29381987,2023/3/3,北市教終字第1123001191號,5,72.34,114.72
186,8265,水獺教育有限公司附設臺北市私立水獺小屋技藝文理短期補習班,104中山區北安路458巷47弄10號1樓,963670767,2023/3/3,北市教終字第1123001126號,1,46.42,86.7
187,8262,臺北市私立三元文理短期補習班信陽分班,100中正區信陽街26號6樓,(02)2331-5222,2023/2/24,北市教終字第1123001190號,2,179.38,195.4
188,8261,臺北市私立祥師文理短期補習班,106大安區光復南路438號5樓之1,(02)23252486,2023/2/23,北市教終字第1123002503號,3,59.63,87.04
189,8259,英協文教有限公司附設臺北市私立松山文理短期補習班,105松山區民生東路3段101號4樓、4樓之1、4樓之2及4樓共用部分,(02)27180226,2023/2/21,北市教終字第1123000951號,2,65.27,179.35
190,8260,科見文教資訊股份有限公司附設臺北市私立科見文理短期補習班松江分班,104中山區松江路90巷9號5樓之1,(02)25641600,2023/2/21,北市教終字第1123002670號,4,99.46,126.92
191,8258,臺北市私立瑞齊文理短期補習班木柵分班,116文山區木柵路2段72號1樓,(02)22341777,2023/2/17,北市教終字第1123001039號,2,39.25,90.31
192,8256,臺北市私立楓葉美語文理技藝短期補習班,110信義區松德路180巷6號1樓,(02)87898299,2023/2/13,北市教終字第1123002300號,5,91.107,120.68
193,8257,角落教育有限公司附設臺北市私立席福塔文理短期補習班,110信義區中坡南路98巷5號1樓及7號1樓,(02)2759-0316,2023/2/9,北市教終字第1123002301號,4,51.54,97.98
194,8254,臺北市私立趣學美語技藝文理短期補習班,115南港區新民街89號1樓,(02)27834688,2023/1/19,北市教終字第1113098157號,2,32.53,71.96
195,8253,科見文教資訊股份有限公司附設臺北市私立科見文理短期補習班復興分班,106大安區復興南路1段360號2樓,(02)23250168,2023/1/19,北市教終字第1123000332號,4,63.88,112.15
196,8255,臺北市私立艾爾城堡文理短期補習班景美分班,116文山區羅斯福路6段258號2樓,(02)2931-0012,2023/1/17,北市教終字第1123000114號,3,45.71,77.06
197,8252,臺北市私立一級智庫文理短期補習班,110信義區松德路6號4樓,(02)8786-3475,2023/1/16,北市教終字第1123000069號,4,70.21,112.26
198,8251,臺北市私立生活視覺文理技藝短期補習班,114內湖區成功路3段172號3樓,(02)87913218,2023/1/13,北市教終字第1113097921號,2,59.31,88.21
199,8250,臺北市私立愛莉兒舞蹈技藝短期補習班,104中山區明水路672巷21號1樓,(02)2533-3065,2023/1/5,北市教終字第1113097007號,1,45.3,72.83
200,8249,臺北市私立佑威文理短期補習班百齡分班,111士林區福港街221號1樓,(02)2883-8581,2023/1/10,北市教終字第1113098290號,2,56.18,75.02
201,8248,臺北市私立立如文理短期補習班,114內湖區麗山街348巷10弄27號1樓,(02)8797-5339,2023/1/10,北市教終字第1113097008號,3,46.62,85.64
202,8247,臺北市私立橡樹屋美語文理短期補習班復興分班,106大安區敦化南路1段270巷18號2樓,(02)27112805,2023/1/7,北市教終字第1113097384號,5,57.42,115.85
203,8246,臺北市私立弘華文理短期補習班承德分班,103大同區承德路3段54號2樓,(02)25863588,2023/1/5,北市教終字第1113097546號,2,42.06,72.31
204,8245,英協文教有限公司附設臺北市私立松山一文理短期補習班,105松山區民生東路3段101號3樓、3樓之1及3樓之2,(02)27180226,2023/1/4,北市教終字第1113097837號,3,85.32,148.33
205,8244,臺北市私立心夢想文理短期補習班文山分班,116文山區羅斯福路6段234之1號4樓,(02)29330521,2022/12/29,北市教終字第1113097792號,2,62.79,123.96
206,8243,臺北市私立澳爾文理技藝短期補習班穀倉鴞分班,110信義區松德路161號3樓之2,(02)87261101,2022/12/28,北市教終字第1113097547號,5,67.24,120.35
207,8242,臺北市私立加能文理短期補習班,116文山區萬隆街47之2號1樓,(02)29333993,2022/12/22,北市教終字第1113097236號,2,31.14,77.12
208,8241,臺北市私立家教王文理短期補習班,100中正區忠孝西路1段100號7樓之1,0922-002-046,2022/12/21,北市教終字第1113097299號,2,128.68,199.39
209,8240,臺北市私立欣揚文理短期補習班,111士林區福港街259巷2號,(02)28837028,2022/12/19,北市教終字第1113107815號,4,50.43,98.37
210,8239,臺北市私立旭廣學習空間文理短期補習班蘭雅分班,111士林區忠誠路2段50巷17號1樓,(02)28360097,2022/12/15,北市教終字第1113096866號,3,33.86,90.73
211,8238,臺北市私立硂真文理短期補習班,112北投區石牌路2段89之1號2樓,(02)2828-8902,2022/12/13,北市教終字第1113096766號,5,54.5,104.91
212,8237,智慧樹教育出版股份有限公司附設臺北市私立磐索文理短期補習班幸安分班,100中正區仁愛路2段98號5樓,(02)3322-3636,2022/12/13,北市教終字第1113089767號,4,55.46,158.01
213,8236,臺北市私立以愛文理技藝短期補習班社子分班,111士林區社中街251巷2號1樓,(02)28111689,2022/12/8,北市教終字第1113105819號,3,51.73,99.49
214,8235,臺北市私立沛兒文理技藝短期補習班,114內湖區康寧路1段135號1樓、1樓夾層、2樓,(02)87917258,2022/12/9,北市教終字第1113089552號,5,66.78,119.94
215,8233,臺北市私立小書包技藝文理短期補習班松山分班,105松山區延壽街330巷7弄9號1樓及13號1樓,(02)27669966,2022/12/6,北市教終字第1113089117號,8,132.18,254.36
216,8232,科見文教資訊股份有限公司附設臺北市私立科見文理短期補習班大安分班,106大安區復興南路2段65號2樓,(02)23250121,2022/12/6,北市教終字第1113089855號,4,109.5,148.13
217,8231,臺北市私立威揚文理短期補習班古亭分班,100中正區羅斯福路2段70號4樓之1,(02)7729-8202,2022/12/5,北市教終字第1113089756號,2,81.39,115.16
218,8234,臺北市私立劉益和文理短期補習班中研分班,115南港區研究院路2段35號1樓及地下室,(02)77518020,2022/12/5,北市教終字第1113003647號,5,108.43,153.3
219,8229,臺北市私立倍思特文理短期補習班,108萬華區長沙街2段134號1樓,(02)2371-0780,2022/11/30,北市教終字第1113089146號,3,53.7,101.22
220,8230,臺北市私立新生代文理技藝美術短期補習班,108萬華區長沙街2段104號2樓,(02)2375-4772,2022/11/29,北市教終字第1113089255號,5,92.73,144.2
221,8227,臺北市私立究匠學教學基地文理技藝短期補習班,110信義區光復南路419號2樓之1,(02)27208699,2022/11/28,北市教終字第1113089344號,5,62.54,108.4
222,8228,明光文教事業股份有限公司附設臺北市私立明合語文文理短期補習班,103大同區重慶北路2段108號1樓、2樓,(02)25501397,2022/11/28,北市教終字第1113003643號,1,43.95,113.61
223,8225,臺北市私立奧利佛英語文理短期補習班,114內湖區成功路4段57號2樓,(02)26319068,2022/11/25,北市教終字第1113019901號,2,37.29,90.08
224,8224,日日學堂有限公司附設臺北市私立是日好學文理短期補習班,111士林區忠誠路2段42號1樓,0912-588-552,2022/11/15,北市教終字第1113019902號,3,43.68,133.86
225,8223,臺北市私立道思行善技藝文理短期補習班,114內湖區行善路247號1樓、2樓,(02)87928923,2022/11/8,北市教終字第1113018302號,3,74.33,144.25
226,8220,佳學事業股份有限公司附設臺北市私立佳永文理技藝短期補習班,100中正區牯嶺街21號7樓,(02)2394-0171,2022/11/4,北市教終字第1113052692號,4,91.15,140.28
227,8222,芝蔴村投資股份有限公司附設臺北市私立壹芝蔴街美語文理短期補習班,114內湖區金湖路368號（1、2樓）,(02)26305707,2022/11/1,北市教終字第1113052693號,4,109.11,194.31
228,8217,臺北市私立葉鴻文理短期補習班南京分班,104中山區復興北路86號5樓之1,23460769,2022/10/31,北市教終字第1113017226號,4,52.15,87.02
229,8218,躍動生命文創股份有限公司附設臺北市私立躍動生命文理短期補習班,104中山區復興北路156號5樓,(02)87705027,2022/10/31,北市教終字第1113017483號,2,97.82,151.72
230,8219,佳學事業股份有限公司附設臺北市私立佳立文理短期補習班,100中正區牯嶺街21號6樓,(02)2394-0171,2022/10/28,北市教終字第1113052697號,4,96.26,119.98
231,8221,臺北市私立伊利諾文理短期補習班,106大安區信義路2段222號7樓,(02)23583137,2022/10/27,北市教終字第1113017805號,5,88.3,169.47
232,8216,臺北市私立劍橋瀚尹文理短期補習班,111士林區士東路36號1樓,(02)28976663,2022/10/25,北市教終字第1113017831號,3,43.3,105.92
233,8215,藝聲家文化有限公司附設臺北市私立藝聲家技藝短期補習班,106大安區羅斯福路3段253號6樓之2,(02)23682362,2022/10/18,北市教終字第1113017491號,5,65.86,121.85
234,8214,愛諾國際文化有限公司附設臺北市私立我知語文文理技藝短期補習班,100中正區懷寧街39號2樓,(02)2388-9802,2022/10/17,北市教終字第1113017480號,3,51.01,94.47
235,8213,臺北市私立打給房子文理短期補習班,106大安區安和路1段90巷6號1樓,(02)27552680,2022/10/12,北市教終字第1113017484號,3,48.48,98.17
236,8212,臺北市私立安興文理短期補習班,112北投區實踐街30號1樓及40號1樓,(02)2820-6262,2022/10/7,北市教終字第1113017066號,4,82.34,195.1
237,8211,臺北市私立譯子翁文理技藝短期補習班,110信義區光復南路419巷10號1樓及2樓,(02)87866781,2022/10/7,北市教終字第1113015894號,5,69.16,110.44
238,8209,臺北市私立自自自文理短期補習班,112北投區西安街2段217號1樓,(02)2823-8230,2022/10/6,北市教終字第1113016708號,4,47.81,93.49
239,8210,功學社音樂中心股份有限公司附設臺北市私立永德音樂技藝短期補習班,115南港區忠孝東路6段118號3樓,(02)27893968,2022/10/5,北市教終字第1113017071號,6,80.79,105.71
240,8208,勤思國際有限公司附設臺北市私立勤思國際文理技藝短期補習班,114內湖區成功路3段174巷15號2樓之1、9樓之1,(02)87924755,2022/9/29,北市教終字第1113015989號,11,108.92,195.17
241,8207,小小鼓手股份有限公司附設臺北市私立小小鼓手技藝短期補習班,106大安區忠孝東路4段177號6樓,(02)87727540,2022/9/26,北市教終字第1113016076號,3,70.11,162.62
242,8206,臺北市私立李鋒文教文理短期補習班南京分班,104中山區南京東路3段200號3樓,(02)2719-5931,2022/9/22,北市教終字第1113015158號,1,107.38,111.43
243,8205,正旺文教有限公司附設臺北市私立正旺文理短期補習班,114內湖區東湖路140號2樓,(02)26331865,2022/9/21,北市教終字第1113015155號,2,32.1,71.01
244,8204,謹得文教股份有限公司附設臺北市私立謹得文理短期補習班麗山分班,114內湖區港墘路105號1樓,(02)26331865,2022/9/21,北市教終字第1113015156　號,1,47.07,96.54
